Review_ID,Truly_Predicted_Class,Original_Text,Explanation,Label1,Label2,Label3,Label4,Label5,Label6,Label7
2680,Negative,one location love area brooklyn probably popular food spot sat tasted gross asked server looked strange meal asked said hmmm alrighty soggy wet gross spare slice cheap people wow never back ever ,one area brooklyn probably popular ,1,1,1,1,1,1,1
270,Positive,went best birthday delightful lobster bisque turn soupy sitting corn fritter house sooooo good entrã sticky dessert carrot cake creative enjoy always menu best selections kids ,best delightful house good sticky ,1,1,1,1,1,1,1
182,Negative,going saying sandwich tasty around rest review deserves ashamed immigrants answer spanish wit even order another language cheesesteak real one priced tourists locals plus soda freedom takes bucks fries called know cause french ies thats assbite vento must eat thats pal somewhere piss annoys pretend want something toilets least probably floor hate hate ,saying sandwich review deserves immigrants ,0,0,1,1,1,1,1
261,Positive,love place bit trek totally worth rack beers market block post one tables chicken beans mofongo best manhattan may authenticity rest interior place undeniable beauty barely ,love bit trek rack block ,1,1,1,1,1,1,1
3129,Negative,caseus used great food back even however really mediocre beers tap wine selection downhill lately seasonally usually special lunch food fails impress prices line higher see closer far saying food although visits near prices expect fails deliver small choices version cheese worse cheese cheese truck also half costs drive meal looking meal ,used food even however really ,1,1,1,1,1,1,1
333,Positive,always heard amazing go found wait way finally lunch immediately eggs excited even little song funny holy plate food definitely ever tasted perfectly cooked runny hard plenty sauce hate places part spinach yum mean clearly attack plate dish gonna go ,always amazing found lunch little ,1,1,1,1,1,1,1
3732,Negative,bad sign want place simply remember excited soooo cold friday night reservations seated immediately unfortunately irritate able furiously hot stuffy table island offense next us say loud understatement exaggerating conversation sweet table two barely exchanged three food lobster cannelloni cried hell made super overly cannelloni good fresh excuse meatball bad ever go lousy even bother tell stay one minute eat inside bah ,bad sign want place simply ,1,1,1,1,1,1,1
38,Positive,night words amazing restaurant uno served super caring tell insanely good brought celebrate birthday asked okay first upon contrary nice kept finished brought slices even leftovers washed plate one tip token appreciation filling seriously change life also favorite tropical chorizo cebollas many times lot rarely ever places definitely soon blogspot coâ foodcomalogs blogspot coâ ,words amazing restaurant uno served ,1,1,1,1,1,1,1
161,Negative,since one friends wanted sandwich reluctantly take come long sandwich minutes unlike previous minutes usual expect bad plus onions onions seriously even onions complaint competitor across also ever ,since one wanted sandwich take ,0,0,0,1,1,1,1
316,Positive,one thing place outside online seated cup coffee orange bring waiting line cash use food feel home anytime day already plus bang leave satisfied enough change catch movie museum brooklyn right avenue great getting know cell phones discouraged time talk enjoying meal ,online coffee orange bring line ,0,0,0,1,1,1,1
365,Negative,restaurants sometimes lousy percenty time every sunday likes food good nature think two stuffed burger last week came roll second week row roll sent came want back picky paying okay let go atmosphere year ago fantastic lamb put right middle done raw come ,restaurants sometimes time food think ,1,1,1,1,1,1,1
416,Positive,place good acknowledge best ever inventive always eating pricey restaurants haven plate love rice choices entrees chili portion good little dry side still tastes great space quite necessary cuba choice ,good best ever always love ,1,1,1,1,1,1,1
1450,Negative,usually enjoy place simply need share server became visibly annoyed wife wanted extra moment look drink menu talking half hour without ordering anything another two decision drinks fine zero making recommendations food two bit different wanted sure enough much became ordered better take order enjoying food service baked ricotta came pasta mediocre best came prepared section equally blah red nearly brick roasted chicken decent come store far inexpensive throughout meal server needed new drinks found drop share cheesecake server sat minutes timed time got wanted time thing wanted place timely fashion almost literally ran reading multiple thinking uncharacteristically bad even will ,enjoy place simply need server ,1,1,1,1,1,1,1
249,Positive,great delicious heading pitt street decided pernil fast friendly even need beans roasted pork well cuts meat mug rice took hot sauce shook pork rice overly seasoned needed salt hot sauce oohhh ,great delicious pernil fast friendly ,1,1,1,1,1,1,1
89,Negative,say tourist good soft homebaked things enjoyable eating steak grizzly whiz person poor quality major issue cheesesteak world least amazing keep open rude must speak simply horrible today ,say tourist eating steak whiz ,0,0,0,1,1,1,1
411,Positive,looking try cuba cozy restaurant deterred cuisine beaming palate restaurant now frequent new haven hard recommending dish tried following desserts de louisa ensalada de ensalada de pollo soul cubano de pollo moderno pollo ajo naranga bistec palomilla picadillo vieja salmon mojo miel suffice almost sampled whole menu drinks also go solely come platanos maduros order side delicious cleanses bite also offers retail marinades dressings dishes awesomeness ,looking try cuba cozy restaurant ,1,1,1,1,1,1,1
3036,Negative,good sandwiches kind friendly working favorite menu come pickle macaroni potato slaw everytime never salad without dry got parm last night shrimp disappointing stick pizza ,sandwiches working come never dry ,1,1,1,1,1,1,1
