Review_ID,Truly_Predicted_Class,Original_Text,Explanation,Label1,Label2,Label3
34,Positive,though nai chose pretty empty tuesday away want ordered al really bacalao frito fried cod normally peppers stuffed really favorites evening patatas alioli potatoes spicy mayo nothing favorites evening empanadas flavorful sangria amazing liked ordered sangria different favorite still red really friendly helpful suggestions definitely back mood ,though nai al really fried ,1,0,1
82,Negative,take town necessary stop visit city never minded much take downhill declined much point friends let take cheesesteaks meat rubbery chewy dried whiz add desert stale hole people stand line come way philly ,take visit minded much point ,1,1,0
16,Positive,went ago old cute place underground ave gambas al ajillo much douse something garlic rest remember enjoying every one also showed tail happy ended getting never sangria reasonable neighborhood recommend place folks tapas area good group ,went old cute ave al ,1,0,0
115,Negative,came try sad left unimpressed disappointed portions wiz cheese saw saw show vs say cheese steak ca jersey stop going head tomorrow see much read ,came sad left disappointed portions ,1,1,0
31,Positive,went last night girlfriends live nj decided needed city friends opted sangria unbelievable wait totally night bar perfect table ready fantastic suggesting shrimp tapas big sellers everything icing ,went last night needed city ,0,1,1
81,Negative,took look people business steak sandwich ask hey disgusting speak english sure want hear reflection filthy seems people demographic seem english spend time leftovers service average people sandwich overpriced decor looks upon trying face diarrhea place look square pictures people big tourists see advertising around city better ,took look people business steak ,0,1,0
59,Positive,tasty fresh rolls savory put amazingly clean proud props friendly eager read pats folks expecting cheesesteak places expectation beyond real lets simple ingredients put pieces largely determines outcome product lucky many philly embrace introducing newcomer let cheesesteak hope find great place steak ,tasty fresh rolls savory amazingly ,1,0,1
77,Negative,wiz wid wiz guy counter throughout whole process money placed onions without pal due recent details operation doctors think acidity care doctor said us philly without onions kept stop vento let sandwiches back made walked away born guys discriminate people foreigners ones traveling product show customers want cash without dough pay light ,wiz guy counter money placed ,0,0,1
36,Positive,tapas people tapas happy pitchers anything else succulent broth cooked typically fan cooked way order ended taking bread something order visit pieces escargot absolutely divine totally garlic pairing bread definitely made worth definitely something order well croquettes level mozzarella sticks even much delicious piece cheese serrano plate goat ham toast helped cut goat cheese fan tapas dish try first chorizo onions chorizo dish better chorizo fried potato carmalized salty spiciness chorizo sweet greasy onion taste paired basket bread definitely dish order next chorizo fried tapas pieces potato oily chorizo pass something make bravas fried potato place ordering probably another patatas dish though starchy also helps fill stomachs garlic sauce one best dishes night gave pieces sauce amount undertones seafood notes elevates bowl paired bread also definitely meh commented ikea awful plate sangria ordered reminded tropical juices spiked wine vaguely touch probably lemon slices orange sangria actually taste definitely wine feeling probably opted since venieros across great us entire night ton sassy jar hot belize pepper little crack today fried chicken smother chicken world fan tapas since fill baskets fill us total ended love come try tapas fyi back eatings ,tapas happy pitchers anything succulent ,1,1,0
93,Negative,big living exploring market better places go one place want got ambiance tourist always big crowd neon sight see drive walk somewhere else sandwich good amount left meat pretty nothing compared worst place service see sticker english another management refuse sums tough south folk will tell way will definitely eye ask instead wiz want think ok racist food cheese drinking street actually want good go south columbus ,market better places go place ,1,1,0
131,Positive,whether better comparison geno less slightly tender steam italian bread chewy steaming sandwich tightly easy carry around porous general appearance brighter pat tender seasoned chess wiz bread crunchy give sandwich un wrapped much wrapper oil sip eating messy appearance clean ,whether slightly tender bread steaming ,0,1,1
141,Negative,actually want give still overrated tourist trap many places cheesesteaks skills make much ass always counter snide racist food bad even close rubbery uneven chewy want something side ,actually want give overrated tourist ,1,0,1
37,Positive,fun saturday packed find seats great huge fan tapas barcelona nai met pretty well large dishes raciones night impressive talented seems place dancers taught steps ,fun packed find seats great ,1,0,1
83,Negative,philly girlfriend one cheesesteak one share longer decided try approaching window inappropriate political sponsored founder america order want back ignorant well states language english make thing made important part picking sat took first bites immediate response eh reviews stated steak dry definitely worth cheesesteaks ,philly cheesesteak longer decided window ,1,0,1
50,Positive,ay ay maybe file spanish food done fresh crazy re inventions pentagonal plates half table bite food center molecular gastronomy huge place heart food without smoke lights pulpo gallega best nyc spanish restaurant tender chewy well seasoned kinda waiter kind sauce aioli tomato sauce yum exponentiallly came sauces begin great soft good omg wtf spooning brandy come fish spectacular soft fried contrasting saltiness finally dessert prices really good good try got santiago spanish waiter mom home say deeply childhood food ntb although nyc least experiences enough many plowed restaurants herds wielding cook date go made despite forced grit rather smile food shovel restaurant repeat stopped took cooking ntb made believe eating made good flamenco dancing past reviewers alluded amazing worth performers taking break good gnr mexican cousins slightest downed wine chatted staff never raved experience pretty ditching avenue finally ,spanish done fresh re center ,0,0,1
160,Negative,give stars cause witness act human kindness often spots pay couple paid wow see city brotherly love hearing getting neither min wait cheesesteak fun people got food accross street trying use dispenser ,give stars cause often pay ,1,0,1
302,Positive,mom pop diner walk impressive way owner feel kind family days time ate mean rushed action cant take heart hamburger little well something satisfaction overall place great food place closed bummer ,pop diner owner feel kind ,1,1,0
2340,Negative,um place super girlfriends literally besides good sign admittedly eat anything empty yet service bartender terrible beer bartender idea actually trying different beers list told one succession ok menu served bottle sitting weeks tasted ,um place literally sign eat ,1,1,0
