Review_ID,Truly_Predicted_Class,Original_Text,Explanation,Label
71,Negative,keep going rule man pats cost however prices gone lines gotten longer longer fan ate cheese whiz fan steak quite frankly places city almost places better visit longer willing pay consider evolved ,going cost however prices gone ,1
55,Positive,good quality tasty rolls savory steak sandwich clean inside something proud clean read alot pats experience folks expecting cheesesteak build locals level beyond cheesesteak simple basic together outcome good product many steak embrace diversity newcomer let favorite hope great journey steak nirvana ,good tasty savory inside proud ,1
87,Negative,overly sandwiches service kind fast generally explaining things order window care many sandwiches kind american cheese provolone want sandwich wait move window drinks fries two quality steak ums better cheesesteaks nyc philadelphia native owned bar go know go reviews racist gone ,overly sandwiches service things order ,0
20,Positive,wines sangria monday happy special decor taverna anadalucia gambas al ajillo calimar ink delicious impressed overall step overpriced sensationalized restaurants good tapas involves simplicity company ,wines sangria happy special decor ,0
883,Negative,happened white cafe first great time last terrible girlfriend ordered meadow run lamb well ordered lamb spectacular mostly rigatoni noodles much better expensive dinner never go door deck specials ,happened cafe time last terrible ,1
10,Positive,great place found great find everything came lol sangria flavor nice tried yummmm dips croquetas coconut crepe seafood amazing perfect little filled eating drinking great great date lol table next us great crazy new ordered alot food everything sooo prices reasonable flaminco nites servers nice attentitive definitely come back friends go ,great everything sangria flavor tried ,1
864,Negative,understand student someone university city restaurant charming bistro take visitors de rigueur brunch serving beers watery back delay locally sourced menu casual pictures food mediocre overvalued bread dates fingerling else usually tastes expect except every one cares gets served ,understand student someone city take ,0
308,Positive,around sunday case must deserves november mornings simple delicious breakfast brunch two two scrambled two bacon little expensive greatest french fries world understatement cost anywhere manhattan service kitschy truly apartment keeping ,sunday must simple delicious breakfast ,1
128,Negative,yelping one rant awful racism establishment direction deplorable even directs three year easiest establishment glorified trap name money backs others americans focus food leave time hands many others tourist expectation excellent authentic philly philly mere imitations local shop even frozen eating first thought stick cheesesteak tasted cardboard may munched five signs written way lots grease disappointed hey experience two wawa satisfied best cheesesteaks reading go say went business word wise choked greasy cheesesteak another one street tried finished real wondering yelp look somewhere real point tony transplanted latest philly offer ,yelping awful establishment even easiest ,1
101,Positive,went years ago first visited must waited day totally mentioned wanting cheesesteak knew return visit day weekend monday since sunday feast day allowed meat cold meant line much shorter decided time went whiz whiz worse adding cold seating car cheesesteak else philly bigger crowd freaking delicious visit anyone ,went ago first visited must ,0
165,Negative,warning stay away many bugs bug zapper end lived philly touristy pats tony many almost across pats places ever steaks par flavorless excited now street stay warned ,warning away many end philly ,1
170,Positive,internal cheesesteak must telling steak behind conversation granted line time rare ordered six melted cheez onions come south philly one sandwich please ahhh cheesesteak hard right onions melted right money looking philly musicians mural fabian frankie feel philly resident yo adrian ,must conversation line rare melted ,0
180,Negative,interview visit upenn buddy scott take cheesesteak places philly ended bright marquee brought go minute meant fast food provolone bad dry fries part hype away ,visit take cheesesteak places philly ,0
16,Positive,evening must reservation see flamingo dancers thursday rustic tables large wooden bar old wood items make cellar went several make plates large large larger better deal go back change part mini dance entertained musicians turned brought feet much want unattractive learn dance place will ,evening must reservation dancers thursday ,0
288,Negative,beginning lose fellow decided brunch food moment began thick grossed believe well oh also looked bite last french toasts hard old bacon syrup far crunchy instead even difficult chew scramble eggs dry doughy slices per pancake guy took order never came oh call waiters someone total diners drain will never bother back cash deal inconvenient stop cheap cards ,decided food moment believe oh ,0
116,Positive,came saw cheesesteaks upstart right original appropriately colored will added course cheese wiz chopped perhaps least fortunately wiz generously seemed thicker consistency even thick sandwich worth lore order sit likely cash ,colored will added course wiz ,0
133,Negative,philly food philadelphia definitely place came along try famous rivals trying across street wins hands pats blah mention beefy taste bread chew making bread without condiments store bright highly owner improve less advertising ,philly food philadelphia place came ,0
37,Positive,went dinner good wine sangria white champagne blueberry pomegranate champagne tapas come bigger servings people tapas give perfect food delicious favorites goat potatoes garlic steak six two something including must plan ,went dinner good wine sangria ,0
144,Negative,terrible cheesesteak even whiz wit lady everyone mean inside chopped give place oily flavor super blind kind deal english much america supposed town love country founded immigrants rant aside going side ,terrible cheesesteak even whiz lady ,0
264,Positive,passed restaurant washington never stepped girls little know popular among neighborhood first thankfully steady restaurant free served table horseradish latter kick thought staff cognizant wait best serve seating space group door seeing customers bit space lounge pay dash versus countertop mementos old awards expect fancy stuff music either cheap day ordered cake toast cream strawberries loved definitely sweet day ever looking way eatery atm available fee customers ,restaurant washington little neighborhood first ,0
141,Negative,cheeseteaks meant enjoyed enjoy suggested intoxicated drive please drunk alright yes establishments philadelphia somewhat steak thought better haha cheesesteak ever feel represent true satisfy cheesesteak night food come ,drunk philadelphia steak thought better ,1
53,Positive,quick check place hipsters stopped evening check live flamenco music music wonderful atmosphere even better good food interesting people also professional liked bartender tonight around ten things orders pouring moment food order still piping hot small experiences helpless food cooled end bar really appreciated happen flamenco dancers every definitely back ,quick stopped evening flamenco music ,1
146,Negative,native instead steaks fatty often waste meat fat soggy fries always likely container know something tradition workers tough time much yell puppy make fools hold know done week soggy wet steak end spitting know trap worth steak cheese fry soda much right across street rather wait ever eat go now ,instead steaks waste meat fat ,0
50,Positive,nai really heard raves yet quaint tapas bar inconspicuously east doors cozy happily enjoying munching full night walking impressed service able seat waiter mango sangria less two clearly disappoint liked sangria full boozy golden liquid fresh pretty night stars one make fall tapas trap know talking tapas bars charge require glass see food call selves cheap arm leg fill dishes come small plates running around running serve ton super twosome happy small plates break bank rather noteworthy spanish done mejalones mussels sauce wonderfully fresh paprika broth patatas bravas awesome white freaking noteable morue red stuffed cod fried small crispy bread legit fantastic exceptionally go back eats especially ,nai really raves yet tapas ,0
154,Negative,trying challenge believe meat dry tough say awful suggest friend vice anyone one flashing lights pictures sponsors might pleasure told chinese take restaurant even better left another venture ,trying believe meat dry tough ,0
208,Positive,final waiting sort place perfect longer lunch got burger amazing fed egg sunny side done dripping yolk burger now good different well cook perfectly sound placers burger juicy aioli even amazing oh mention potatoes ugh beer past beer ask anyone pair something great great restaurants area somewhere eat suggest cedar know wont beer ,final perfect lunch burger amazing ,1
156,Negative,cheese steak challenge bf vi ordering onions wait grilled guy rolls eyes literally later lot said quickness move done quickly honestly cant cold steak looked runs vegas style joey also embroiled years patriotism sign america ,cheese steak onions wait guy ,0
17,Positive,going nai least years go tapas sangria happy hour run favorites patatas al ajillo de bacalao squid good every go satisfied arent afraid joke around customers ,nai tapas sangria happy run ,0
150,Negative,cheesesteak places sits hours grill fresher rather spend money lights garbage cans street drunk better ingredients xenophobic confederate flags appetite exploitation will eat across street want great drunk ,cheesesteak places hours rather spend ,0
45,Positive,mango sangria empanadas blood aioli meatballs cheese plate cod garlic overall tapas lighting bright tapa sangria best ever good price tasty right ones lively turns boring dinner thing place staff friendliest ever seen feel always tip ,mango sangria aioli meatballs plate ,0
115,Negative,hard please kinda nasty real non authentic threw away half way cheesesteak needed way ingredients came cheese onions minutes bull even believe overhyped people might hard legendary establishment bad takes cake press saying english really overlooked know throw will back ,hard nasty real away half ,1
199,Positive,stumbled across rittenhouse sq find suitable priced place stars based alone went saw duck sidewalk menu tempered expectations though gluten prevents dishes made sauce duck prepared sauce explained indeed soy heart even break told make version without later brought ramekin taste level say dish sauce perfect mix spicy crispy moist delicious inside served smoky doused brandy rum fire lest feel guilty owner went trouble ate enjoyed challenge preparing dish without soy chefs reacted way restrictions beyond city thai oyster ,priced went menu though gluten ,0
115,Negative,hard please kinda nasty real non authentic threw away half way cheesesteak needed way ingredients came cheese onions minutes bull even believe overhyped people might hard legendary establishment bad takes cake press saying english really overlooked know throw will back ,hard nasty real away half ,1
