Review_ID,Truly_Predicted_Class,Original_Text,Explanation,Label7,Label1,Label2,Label3,Label4,Label5,Label6
37,Positive,came dinner portions size feel certain bite plate charge ordered croquettes patatas chorizo toast egg manchego piquillo peppers stuffed salted cod skirt steak nothing mussels paprika sauce mango sangria bill great food performance lost voice definitely ,dinner size feel bite chorizo ,1,0,1,1,0,1,0
126,Negative,place cheesesteak many places around philadelphia delicious sandwiches best philly people tastes things tourists outdoor one thing remains go least life glad bucket list rather later ,place cheesesteak many places philadelphia ,0,1,0,2,0,1,1
34,Positive,came friends around let say locate literally block aimlessly good unueo prounounced uno card game notch funny jokes service paid extra birthday big extra slice cake dinner guy nothing props onto food wed options choose wise champagne sangria well flavored mango side sweet strong two pitchers tapas two tapas regular tapas lot originally somehow finish favorites churrasco skirt steak side version chimichurri ask mussels sauce amazing away mussels thing free soaked sauce haha shrimp garlic sauce loved friend saying believe dipped bread really tender juicy much heard show best planning talk ,friends around block good uno ,0,1,0,0,0,0,1
189,Negative,better food standpoint point gets even bleaker neon signs absurd ugly ruinous really owner racist arrogant prick loves attention antics biggest turnoff outside store seriously food mumia much place ,better food point even neon ,1,1,1,0,0,0,0
39,Positive,last minute people surprised see nai still notice went made booking food absolutely reservation never gave recommendations encouraged yes even end liking issue delicious wrong croquettes flavorful skirt patatas bravas bit mealy potato opt wow ed particular fantastic experience ambiance friendly certainly recommend anyone larger dinners ,surprised still absolutely reservation recommendations ,0,0,0,0,0,0,0
113,Negative,comes cheese compete others granted yes wide thousands dollars gaudy neon lights seen space happen directly across another know cheese hear feel mentioned first want meat onions cheese places city put higher product key ,comes others neon lights seen ,0,0,0,0,0,0,0
10,Positive,love going take state amazing amount food delicious personal favorite beans etc staff kids entertain food day discovered set cart street roomba burrito stopped got thing now much roomba cart ,love going amazing amount delicious ,1,1,1,1,1,1,0
99,Negative,philly girlfriend one cheesesteak share compare decided window faced inappropriate statements sponsored want offensive united states official english establishment polite english make thing made want order part taste cheesesteak took first bites cheesesteak one response mmm eh sandwiches reviews stated steak dry best cheesesteak cheesesteaks ,philly one cheesesteak decided window ,0,0,0,1,1,1,0
67,Positive,day means bloody spanish early east let yelpers guide decision led excellent choice waiter might also plates insisted octopus favorite clams house fried crostinis house crazy plate octopus awesome crostinis next sangria though make sliced mix full white pitcher another white hehe yummy yummy want red ,day means east excellent choice ,0,1,1,1,1,1,0
111,Negative,city brotherly love friends debate better steaks contest care people make obvious minorities plastered window press english press deportation order ruined mad hell country steak time demanded back celebs steak across ,city debate better steaks contest ,1,0,0,0,0,0,0
20,Positive,occasion loved wanted make everyone something waiter us also making put us table area next bar point dinner felt tv us bread go bacalao favorite grilled shrimp garlic sauce try caracoles skeptical tried sangria hh time line outside place ,occasion loved make also making ,0,0,0,0,0,0,0
40,Negative,reviews table originally place rushed us meal moment half fresh spicy broth oily told charged egg bathroom filthy smelled hot unclean disappointed food go back placed couples dates maybe know ,reviews table place rushed us ,0,0,1,1,1,1,0
43,Positive,sorts around great think still case even patrons absolutely amazing piquillo fried toast ink everything tasted perfection rich case tapas quantity ordered ordered pomegranate sangria recommend will ,sorts around great still absolutely ,1,1,1,1,1,1,0
406,Negative,try server friendly food overlooked rubbery probably brought meal ok bland chicken seemed waitress comped us drink mistake husbands complain eat lot average lot cuban northeast back ,server food rubbery probably meal ,0,1,1,1,1,1,0
11,Positive,great home meals work ago member restaurant represented restaurant typical price ordered family although seemed dishes check menu items delicious nice translate items english sounds appetizing typical chinese menus think encourage chinese cuisines try first visit hit one waitress time help reception took come getting bill recommend taiwanese cuisine back special ,great home meals ago restaurant ,1,0,1,1,1,1,0
161,Negative,since one friends wanted sandwich reluctantly take come long sandwich minutes unlike previous minutes usual expect bad plus onions onions seriously even onions complaint competitor across also ever ,since one wanted sandwich take ,0,1,0,0,0,0,0
4,Positive,place came friends green packed wasnt open yet little great staff even sure eat happily us drink ended happy meals vegetarian avocado yummmm loved salad came downer large portion potatoes friend want experience nice though place ,friends packed yet little great ,1,1,1,1,1,1,1
623,Negative,place first time second tonight nearly good ones ordered came cheese topping pizza honey right bone thing cook right another dish eating bland honey came incredibly sour tasting maybe need eat two dish ate four bites threw away chops average flavor fingerling potato boiled potatoes one tasty first visit delicious bread basket wine disappointed spending sorry ,place first time second nearly ,0,0,0,0,0,0,0
22,Positive,nai two months cute place underground ajillo pretty much douse gonna enjoyable enjoying every one also tail end happy ended pitcher sangria pretty never really sangria loved neighborhood recommend place looking tapas small group ,months cute ajillo enjoyable every ,1,1,1,1,1,1,1
198,Negative,really place people kind find thai place center excited spot reach ordered two sounds lot two ppl otherwise left got coconut mussels appetizer tiny soup size ridiculous soup pinky delicious tiny appetizers starter main got pad beef red pad even americanized thai food curry broth good amount spice soup flat plate hold curry plate soupy curry amazing green cooked wanted one curry brought ,really place people excited ordered ,1,1,0,0,0,0,0
