Review_ID,Truly_Predicted_Class,Original_Text,Explanation,Label1,Label2,Label3,Label4,Label5,Label6,Label7
45,Positive,people tapas happy pitchers sangria else mussels succulent flavor typically mussels servings taking putting dipping broth something time visit snail garlic embarrassing licked garlic definitely made order ham croquettes better croquettes hot help cheese goat plate fan goat combination ham toast tomato helped cheese fan definitely tapas dish try love chorizo dish fried carmalized onions salty chorizo sweet greasy onion taste paired basket chorizo definitely dish order visit chorizo four pieces even potato well oily chorizo lot flavor bursting fried potato spicy tapas worth ordering order another dish though since also helps fill stomachs shrimp one best dishes gave around mouth watering amount garlic broth seafood notes little bread definitely reorder meatballs meatballs meatballs better awful order another tapas anytime sangria blueberry juices vaguely sweet touch bite kept orange blueberry stronger really blueberries definitely hints sparkling kept feeling dessert since across waiter great picking us night fun eachother us little jar belize pepper jelly little jar crack today fried chicken delicious hunt bigger jar chicken world never fan tapas since seem bread total ended sangria love come back fyi bathroom back eatings ,tapas happy pitchers sangria mussels ,1,1,1,1,1,1,1
149,Negative,else tourist spot acceptable philly drunk people cheesesteaks wayyy btw everyone philly pronounce times gone make sure accentuate ordered always pissed issues stances political subjects signs posters popular order english bill world care immigration policies selling douchebags ,else tourist acceptable philly drunk ,0,1,1,1,1,1,1
28,Positive,came ordered half menu everything tasted really patatas house special mee potatoes pollo cheesy goodness tell chicken mixture good croquetas less also overly salty much flavor cooked perfection one ones tried empanadillas carne filling loved outer flaky shell besides food pitchers house favorite sangria dancing felt trip spain ambience kept checking us drinks definitely come sure ,menu everything house special potatoes ,0,1,1,1,1,1,1
286,Negative,give place overall terrible saturday morning wanted enjoy breakfast seated long kept moving twenty table one two seated host kept sure seated every five minutes good place owner seems lot restaurant served rushed ordered pancakes pork harder eggs done finally take cards says without instead ave ,give place terrible saturday wanted ,1,0,0,0,0,0,0
19,Positive,great place found reviews great amazing everything fresh tried lot lol mango good flavor nice shrimp garlic hamon croquetas crepe seafood little drinking great time great maybe strangers talked table great things york ordered alot people everything sooo good reasonable thurs sat nites nice live bklyn will definitely come go ,great found amazing everything fresh ,1,1,1,1,1,1,1
387,Negative,happy update underdogs went back week seems products dwindled dog topped onions peppers teaspoons worth bun fries freezer bites throwing meal shame cheap side expect ,went week seems topped onions ,1,1,1,1,1,1,1
75,Positive,genos genos personally used great cheaped us usual surprisingly genos tourist stop philly tours grown know great steaks seek second mortgage order cost yes creepin nearly line everyday one enjoy ,great surprisingly stop yes line ,1,1,1,1,1,1,1
164,Negative,neon err matter direction right see glare signage place obviously famous obviously full obviously inferior option take grill next time see pounds pre bread big comparatively also tastes much options hot available stand hot speak good language delivery downright really need want open need steak ,neon right see place obviously ,1,1,1,1,1,1,1
46,Positive,fun place packed managed service great huge fan tapas barcelona met pretty well really large dishes tapas raciones topped flamenco talented passionate dancers seems great place brought special occasion steps ,packed managed great huge fan ,1,0,0,0,0,0,0
726,Negative,enjoying hot south reviews used live love unfortunately sub came friend wanted catch food looked menu prior table took table okay ambiance seemed catching table water bottle asked ordered happy cafe place owner mildly helping veggies table welcome veggies wilted thought color meant pickled definitely nice deviled eggs different fried blah waitress suggestion couple biscuits recommend sharing came table really made hard ate biscuits good ingredients biscuits also put grocery mesculin biscuit wilt hate chefs good also made texans different georgia flavors less salty mustard accompanied meal gross disappointing couple seemed mildly something now second okay party create lacked help set table trying waitress made uncomfortable despise pay ipad give tip hand waitress today people industry think good comfortable paying table appears convenient willing another people feel place amazing ,enjoying hot reviews used live ,1,1,1,1,1,1,1
76,Positive,two amazing us went try amazing two us got us got back fourth one great bread fresh put cheese meat onions meat juicy loved sunk delicious ,amazing try back great fresh ,1,0,1,1,1,0,0
623,Negative,place first time second tonight nearly good ones ordered came cheese topping pizza honey right bone thing cook right another dish eating bland honey came incredibly sour tasting maybe need eat two dish ate four bites threw away chops average flavor fingerling potato boiled potatoes one tasty first visit delicious bread basket wine disappointed spending sorry ,place first time second nearly ,0,0,1,1,1,1,0
107,Positive,across street actually quite people bound go least compare well cheese bf walked must say preferred ordered means roll gloss texture thick beef flavor ordered provolone sammich quite good one ,actually quite compare well cheese ,0,0,1,1,1,1,0
220,Negative,place chances due deck proximity together chicken pretty fried chicken breaded chicken happens fried bbq sauce sickeningly finish much competition much places within bother going back another chance ,place due proximity pretty sickeningly ,1,1,1,1,1,1,0
35,Positive,stars place definite must go night saturday bring date bring dancing reynoldo rincon son daughter everyone electric traditional waiter julio help group men suggested tapas go ranged octopus ham cheese stuffed julio two sellers garlic sauce churrasco egg brought anyway unreal pitchers sangria dinner traditional seafood place non seafood try bar table reservation ,must bring date dancing son ,0,1,1,1,1,1,0
704,Negative,went friday night crowded told hour seated minutes given menus min later came order finally came wrong pretty came given ill back alfonsos somerville lorenzos better ,went friday night crowded told ,1,0,0,0,0,0,0
42,Positive,service outstanding group went loved true mojito lover beer sangria delicious perfectly spiked awesome tapas one jenn believe churrasco tender light enough share gambas salsa verde little sauce amazing sharing baixas mussels meats tasty good enough least people patatas alioli night opinion perfectly cooked shareable marisco one tapa taste tasty ,outstanding group loved lover beer ,1,1,1,1,1,1,1
850,Negative,used huge fan white went lamb bolognese consistently burger die soups garlic main go think returning huge hike last turned nicer law cheeseburger kidding last happy offer anymore happened disappointing increase able absurdly ostentatious menus things ever seen nice place venue select group penn peeps take truck ,used white went burger go ,0,1,1,1,1,1,1
