Review_ID,Truly_Predicted_Class,Original_Text,Explanation,Label1,Label2,Label3,Label4,Label5,Label6,Label7
492,Negative,location countless time food ambiance seem downhill ago continental story hip modern take style dining third indoor dining area last approximately weeks furniture fixtures looked continental see allocate freshen decor tartare love favorite dish fresh seasoned well sesame crackers tortilla chips add nice nutty tartare aka asian contributes coconut salsa sweet chili mayo creativity flavors fruit tempura batter spicy worked dish overshadowed thick lump thai rice tofu perhaps spoiled plethora great suburbs lime sweet nutty sauce little spicy zing received seemed sloppily together chicken lettuce wraps peanut sauce looking healthier decided try lettuce wraps bowl chicken mixed vegetables garnished side peanut leaves stir fry bland similarly sauce needed prevalent peanut taste viscosity pretty ordering overall certain food feels passion unfortunately places food plates food average delicacy presentation food nearly city time renovate ,countless time food ambiance seem ,0,1,1,1,1,0,1
207,Positive,night orchestra center reservation tags tables taken time hear talk talk worth hearing talk well play photos curry green two things point see menu meat add chicken beef shrimp seafood know cooked curry chicken addition leaves otherwise maesri paste curries mediocre food places kind shrimp chicken sauce khing gingery paste coconut milk curry sauce good world including rank best locally among best space tables close time full mostly goers hipster crowd evidence block ,center reservation taken talk well ,1,1,1,1,1,1,1
139,Negative,meh good see review think really preference judging behemoths cheesesteaks joint vegas slightly classier atlantic city strip seemed clean sanitary less disease food soft toasty onions massive finely fan onion massive sliced chopped seemed cheesesteak filling result neighborhood around quite borderline street kind alone saturday ,meh see review think really ,1,1,1,1,1,1,1
756,Positive,service excellent friendly going came check us see everything ok menu problem eat right ordered small dish large one dishes came swiftly evening sizzling pretty textures crispy chewy salty straight without rice banana leaf perfectly kidding meant small plate khao red coconut egg noodles fan curry try looks mostly fried top also order crisp chinatown impressive hundred later filled else type place taste ,excellent friendly going everything menu ,1,1,1,1,1,1,1
3477,Negative,times now first times outstanding visit disappointing made restaurant high priced restaurant truly food gorgeously romantic ambiance now dishes stood razor clams rapida transitioned menu recent visit tried new foie meh around foi less pulpo mine course ordered paella truthfully prefer crispy much chicken bone course place roof surrounded flowers hubby fave restaurant return ,times now first disappointing made ,1,1,1,1,1,1,1
37,Positive,came dinner portions size feel certain bite plate charge ordered croquettes patatas chorizo toast egg manchego piquillo peppers stuffed salted cod skirt steak nothing mussels paprika sauce mango sangria bill great food performance lost voice definitely ,dinner size feel bite chorizo ,0,0,0,0,0,0,0
757,Negative,tonight high ready delicious wrong let place rather place hostess pm wait mins woman lying face noticed party two told sit supposed wait hostess came point thinking big totally cool min passed look around two set tableware everything sitting wait sit five sits already mins original wait anger even describe felt top comes tell well people left yet really cause people actually go one two empty enough establishment totally alright returning anyone beyond ridiculous audacity shock wait mins seated stare two empty nothing ,high ready wrong let place ,1,1,1,1,1,1,1
215,Positive,florentina mozzarella gnocchi sauce gnocchi god somewhat literally dish got horrible one bite will care tcnj still crave entree went times really service much ditto price inner fattie ok ,gnocchi sauce god somewhat dish ,0,0,0,0,0,0,0
125,Negative,second boyfriend stop compare expensive cheesesteak better appeared offer less meat toppling meat free ketchup relish hot peppers lucky touristy overpriced suggest trying philadelphia recommendations ,second cheesesteak better offer meat ,0,1,1,1,1,0,1
217,Positive,point long menu bit miss honest potential crumbly days limp however vegetarian best ever honestly dream nights po boys huge cauliflower fritters butter one delicious unique tasted place always choose great drinks good people time worth another shot neighborhood ,menu bit miss limp best ,0,1,1,1,1,0,1
170,Negative,jerk fell mom trekked without thousand billion places every street time one picked free components cheesesteak served healthy lunacy taste even worse unimpressed see america english least know go next time ,places street time one picked ,0,1,1,1,1,0,1
62,Positive,say enough experience tapas group came really went serve high top tables back laid knowledgeable order food delicious everything different tapas pitchers white sangria standouts eat fish dishes good however stood accidentally brought extra order order touched yet bring us keep whole pitcher white us well costing dollars never seen kind service new let alone restaurant recommend nai tapas friends good laid unpretentious outstanding ,experience tapas group serve top ,0,0,0,0,0,0,0
223,Negative,visited three time feeling servers good happy worth trip servers bartenders end cell phones talking loudly acknowledging sat happy wines priced really food discounts hour even bar mentioned menu descriptions comes food mediocre completely priced ,three time servers worth cell ,0,0,0,0,0,0,0
66,Positive,charming venue really charming talking food must octopus really soo croquetas blood tapas places twice much place got right negative thing say sangrias weak next wait back ,charming must octopus croquetas tapas ,1,1,1,1,1,1,1
577,Negative,overrated starr fine east coast dining first want swinging chair thing think starr blandness food putting brings macaroni cheese best cheese leslie na crisp romaine rad noodles amount incredible basically lettuce covered thin noodles reality ton lettuce comical taken hour hell lot salad work molars lettuce good type went martinis laughable refuse fooled substance blatant example trying every sense sense ,overrated starr fine first want ,1,1,1,1,1,1,1
38,Positive,night words amazing restaurant uno served super caring tell insanely good brought celebrate birthday asked okay first upon contrary nice kept finished brought slices even leftovers washed plate one tip token appreciation filling seriously change life also favorite tropical chorizo cebollas many times lot rarely ever places definitely soon blogspot coâ foodcomalogs blogspot coâ ,words amazing restaurant uno served ,1,1,1,1,1,1,1
182,Negative,going saying sandwich tasty around rest review deserves ashamed immigrants answer spanish wit even order another language cheesesteak real one priced tourists locals plus soda freedom takes bucks fries called know cause french ies thats assbite vento must eat thats pal somewhere piss annoys pretend want something toilets least probably floor hate hate ,saying sandwich review deserves immigrants ,0,0,0,0,0,0,0
204,Positive,best restaurant little piece service nothing short spices spot date favorite dish green curry bamboo shoots beans peppers chicken strips fresh paired tea city perfect dining experience forewarning portion enough fill definitely large lemongrass restaurant drexel overall recommend far ,best restaurant little short spot ,1,1,1,1,1,1,1
788,Negative,large tips check people without telling us tip us sign wined realize tips check someone group called waitress someone else guy said double software break ,check people telling us tip ,1,1,1,1,1,1,1
240,Positive,regular hangout since ago lived garden time walk hangout personally crowds go feel relaxed hangout without shout heard usually occasional really feels really random shows bar attracts really diverse crowd sitting work hockey game filled shouting drunkenly filled cw filled seems overflow city always including owner buy round house room food selection pretty caesar salad best thing eaten though kitchen early live band every rest time radio jukebox feeding sporting event flat problem size teeny celtic bar hole always clean crisp ,regular ago garden feel without ,0,0,0,0,0,0,0
144,Negative,right free speech one make said free speech america ordering sign numerous signs yes last still outside racist ignorant steaks congratulations added nothing mongering bravo well done sorry ,right free speech one said ,1,1,1,1,1,1,1
296,Positive,incredible dates back decor makes clear also respected acknowledged breakfast places brooklyn people friend time weeks saw line outside need wait minutes within minutes sausage coffee ok pancakes milkshakes outstanding general good quaint little never want change one yelp ,incredible back decor makes also ,1,1,1,1,1,1,1
852,Negative,place terrible terrible service friends came night play arrived yelled us close door please yell next drinks professor professor awesome also waitress giving exact number salad seasoned vinegar good spotty service decent food pricey ,place terrible service came night ,1,1,1,1,1,1,1
181,Positive,two vs cheesesteak battle must notice steak behind window friendly conversation granted line time talk assuming spoke bag ordered sandwiches whiz going ahhh now tasty chew right hard cheese right money philly fabian checker made feel genuine needed yell ,vs must friendly granted line ,1,1,1,1,1,1,1
216,Negative,food priced notable large calzone family huge cheap easily feed wife stopped going takeout consistently poor rude staff still service guy takeout need italian food service place ,food priced cheap wife stopped ,0,0,0,0,0,0,0
428,Positive,good night went wife year son bit minutes homework also bar scene excellent great cheese sauce cheese ratio go friday night thing reviews phrase bar pie means pizza sizes speak pizza idea insist great bar pies great one ever say clue people feel particular great bar suggest different pizza quantity quality misled rant matter going sleep long story give pizza definitely good ,good son bit also bar ,0,0,0,0,0,0,0
940,Negative,pho pho yesterday stumbled restaurant early afternoon restaurant bad sign considering waitress put television bad waitress never bad sign salted rare steak good finish gave fiancã devoured ,yesterday early afternoon bad sign ,1,1,1,1,1,1,1
77,Positive,may seem never tasted anywhere else hot tried used leftover container food blown sure make company jalapeno long kill away aside enjoy note also commend vento old timer college educated ,may anywhere tried make jalapeno ,0,0,0,0,0,0,0
126,Negative,place cheesesteak many places around philadelphia delicious sandwiches best philly people tastes things tourists outdoor one thing remains go least life glad bucket list rather later ,place cheesesteak many places philadelphia ,0,0,0,0,0,0,0
341,Positive,definitely ever stars best encountered two towners late breakfast distance yet reason live work hours time wait west also hang highline park time made snacks bring orange slices chocolate chip hot sausage free coffee line within time dined various people including owner felt dining home never waits hand cheap grits sausage friend declared new york go best years ,definitely ever best yet reason ,1,1,1,1,1,1,1
3025,Negative,back since going sucked time horrid since honeys brunch morning go give city looked great sadly still waiter placements push coffee glass front meal eat manage take last check table midway runner came silverware replace kinda shocked shortly sitting waiter refilled coffees asked entire stuff crowd rushes lazy bad great food old south care jobs ,since time brunch go give ,0,0,0,0,0,0,0
192,Positive,welcome place really many will go real south philly steak gone downhill tony darn good however recommend grew south bakery used make cheese steak hand also grew city raised partisan enough got great want roast pork sandwiches however store brightly lit see space come right window long window want line please talk cell phone told go back soup correct way want want onions something american wit provolone wit th sound sound wit course means onions now many people something guys however respecting really knows will order cheese steak cheese yet first authentic cheeses prefer provolone melts cause wiz guy day one else always tell guys ones order wiz really want cheese steak take advice cheese now one window window order papers cherry pepper tangy bit right flavor fooled style steaks sandwiches philly red cherry peppers look cold good luck finding parking also tables want eat finally giving stars instead nothing food everything confrontational signs around business xenophobic specify customers sell freedom fries steaks better steak take liberal elsewhere though find steak city support philly going back usually indulge watering sliced steak roll melted birch beer course eat daily meal go understand people make ,welcome south gone darn good ,1,1,1,1,1,1,1
3016,Negative,know know place philadelphia figured city ins dives food enough food network website saw city yelp somewhat last minute went citizens bank diner diner seeing menu someone diner music bouncer told still vacation sat bar supposed cool surprised real diner oh btw place well lights inside transform bar bar night enough rather annoyed hour got night club people everyone started drinks around eat asian bartender person cute bright spot even really talk good ever go need highly ,know place philadelphia figured city ,0,0,0,0,0,0,0
63,Positive,everything recommend dishes sorry service service issue restaurants sure water filled checking charismatic personality throughly food awful left happy combo amazing tapas pitcher service made fan ,everything recommend dishes filled happy ,1,0,0,0,0,1,0
743,Negative,dining time food first craving sizzling wanted ordered papaya noodle sizzling sisig extremely place face papaya salad flavor citrus well done sizzling greasy crispy mussels broth much broth enough mussels ate good ,time food first craving wanted ,0,0,0,0,0,0,0
376,Positive,recently appetizers corn fritters mushroom goat sauce yum also beef everthing aaron even though weeks ago remembered ordered last time friend used keeps getting better better love ,appetizers mushroom goat sauce yum ,0,0,0,0,0,0,0
747,Negative,made reservations pig nestled figured table fortunately grab table longer two three table two groups table added guests basically flipped viet coffee watermelon canned small crab dish noodle dish side coconut rice pork rinds rather genuinely place way food best part order probably pork rinds boyfriend left think returning ,made reservations figured table longer ,1,1,1,1,1,1,1
523,Positive,nice drinks evening first time surprised inside room without decor dim great gave brief rundown menus narrow fit best likes since stronger man type drinks choices pretty good time talking atmosphere drink actually decent hoegaarden beer crab delicious since came food ordered drinks crowded weekends full overcrowded back soon ,nice drinks evening surprised inside ,1,0,0,0,0,1,0
387,Negative,happy update underdogs went back week seems products dwindled dog topped onions peppers teaspoons worth bun fries freezer bites throwing meal shame cheap side expect ,went week seems topped onions ,0,1,1,1,1,0,1
50,Positive,impressed great tried favorites fried awesome cheese balls wrapped pure incredibly riojana chorizo mixed potato sausage every bite tasty came delicious sauce bread seriously prepare great manager times table going friendly gave dessert sufficiently mango sangria juice must masked tropical good mango tad better also shows love ,great tried favorites fried awesome ,1,0,0,0,0,1,0
560,Negative,waits overpriced drinks place friends ordered plates good portions friend shots lager tune continental strikes place sounds went monday morning office actually find spots fare less pomp circumstance ,overpriced place ordered friend tune ,1,0,0,0,0,1,0
81,Positive,people rivalry genos steaks prefer makes sandwich lines worth though last time ended back back morning planning tourist beware hours lot local teens act aside delicious worth traveling ,makes lines though back morning ,1,0,0,0,0,1,0
491,Negative,big disappointed hungry quinoa salad order diners table ordered served sad additionally hearing much table order fries turned completely flavorless greasy add bring flavor dessert although dessert menu pretty food unappealing worn bathrooms better continental ,big disappointed hungry order table ,1,1,1,1,1,1,1
21,Positive,bar reservation heads came regal union far thinking dinner welcome minutes ready party mind waiting wait except doorway waiters constantly say excuse time needed us small ordered potato plain omelette potato supposed taste gosh mixed eggs tasted arriero skirt steak ordered tapas pieces say racion size one drooling albondiguillas estofadas meatballs delicious never solomillo la pork tenderloin sauce really makes tabla de love charcuterie skip pieces ham machego really depressing one sticky rice paella know ridiculous saying meat huge potato sangria pitcher place priorities nice oh free bread oil yes party kept asking waiters gave smile definitely coming since decent place total bill person arriero skirt steak estofadas ,bar reservation far dinner welcome ,1,1,1,1,1,1,1
1921,Negative,weekend complaints first one us written chalkboard situated see sitting discovered people us probably ordered crab second tofu contained potatoes probably strangest part meal west louisiana hash hand good everything greasy beignets cafã although hot lukewarm although doubt ,first one us written see ,0,1,1,1,1,0,1
32,Positive,place came celebrate day narrow drawback easy maneuver ppl way said recommend avoid awkward become ok drinks glass sangria huge whether glass strong delicious ordering half pitcher also try sangria tropical fruity prefer regular mind glass sufficient try food yum yum absolute empanadas al ajillo ok reminded moms cooking stars four two also constantly refill basket bc able use meatballs etc flamenco suppose dinner unfortunately slightly stage performance meal even invited bday list bday ,day easy recommend awkward drinks ,0,1,1,1,1,0,1
2384,Negative,place always packed dark options veggie burger food greasy pub leave feeling sick beer know list draw people husband microbrew place never first places go give street ,place veggie burger food greasy ,1,1,1,1,1,1,1
52,Positive,really stars place bit primarily galician excellent price realize right great love see bit style style affordable executed served highly competent staff portion arrived minutes closed sat despite informing us clean crew tell brought dishes clearly great selection including go octopus definitely back ,bit excellent great love style ,1,0,0,0,0,1,0
1150,Negative,restaurant dressed going high dance seat called table wanted group show another dishes cold back asked calamari said hot cold order order inverno crisp cheese due nature us dark ok burnt ordered entree one egg exceptional consistent raviolis dining even ask high small huge shaker bed happened ground real pepper addition additionally saw chefs walk front door cellphones also saw chatting hostess checking one bartenders obsessed group men totally rest also chatting dropped bottle wine laugh note whoever never dining restaurant slighted wishing restaurant occupied sorry excuse sorella never recommend anyone months shuts will disappointment ,high seat called table wanted ,1,0,0,0,0,1,0
639,Positive,first made want two set thought actually enjoyed sitting bar felt sitting family dining table menu ordered scharas aka ta afrata dianas aka meatballs krasata ribs dinner everyone plan everyone restaurant ,actually enjoyed bar felt family ,1,0,0,0,0,1,0
3426,Negative,grandmom taking appointment downtown took breakfast got yelp hype feeling attitude hostess looking right three us closed door understand thing said really met personality toast kind sort kind grandmother sweet friendly better ever front new pool tell new waitress work want want tell fellow competitive downtown brunch know say absolutely glad gave new waitress love great tips service continute deal going boring match boring sorry sometimes girl great well mom appreciated wanted boiled eggs piece scrapple crispy beef scrapple carry fried burnt burnt tried tell make lighter burnt grand grr first waitress potatoes course toast breakfast lol came turkey sandwich tasted old funny eat go case changed mind boyfriend kitchen concept something thought great think garbage smothered greasy white bland gross thing said blah expensive food us break came much want breakfast places food worth city price care bread two inches thick really rather day something huge average ever happened serving higher home stuff dreamed liked bad illicits one returns ,taking took breakfast got yelp ,0,1,1,1,1,0,1
244,Positive,puerto food times various never saw old woman owner pestle friendly makes suggestions takes little sure putting great restaurant hard describe puerto rican feel seating sure accommodate advance sit con leche coffe milk make well ,puerto various friendly makes suggestions ,1,1,1,1,1,1,1
559,Negative,swanky pretty terrible place wanted love starr joint wanted mediocre price never told tapas vegetarian raviloi entrã boy shocked shambly mess disappointed manager come everything always appreciated think go yeah disappointing manhattan avid manhattan drinker make made mr starr win ,pretty terrible place wanted starr ,1,1,1,1,1,1,1
43,Positive,sorts around great think still case even patrons absolutely amazing piquillo fried toast ink everything tasted perfection rich case tapas quantity ordered ordered pomegranate sangria recommend will ,sorts around great still absolutely ,1,1,1,1,1,1,1
94,Negative,wid counter gave attitude throughout whole ready placed basically wiz one without onions onions time recent know details operation doctors stay doctor guy counter busting cheesesteak without kept stop joey vento jerk finish handed cheesesteaks made verdict come shit nobody american guys discriminate foreigners ones show respect want hard without light displays ,counter gave attitude throughout whole ,1,1,1,1,1,1,1
159,Positive,first trip fourth friends say ended service maybe big deal four friends wiz favorite bread fresh cheese drippin delicious little taste philly cheat parking unless torrential feet ground walk ,trip friends deal favorite fresh ,1,1,1,1,1,1,1
3450,Negative,made green eggs brunch morning much looking several really pleasant waitress seemed determined make service slow make literally stood away table us ten minutes empty plates felt edge brashness comical though tofu bf heard good things scramble basically block firm crumbled covered tumeric literally flavorless really poor scrapple good presentation never promised omelet rubbery also tip still paid way going heart attack now know better ,made green eggs brunch much ,0,0,0,0,0,0,0
35,Positive,stars place definite must go night saturday bring date bring dancing reynoldo rincon son daughter everyone electric traditional waiter julio help group men suggested tapas go ranged octopus ham cheese stuffed julio two sellers garlic sauce churrasco egg brought anyway unreal pitchers sangria dinner traditional seafood place non seafood try bar table reservation ,must bring date dancing son ,1,1,1,1,1,1,1
3079,Negative,update order restaurant say way star customer menu free friday said calls asks woman think thought away calls man got hour via delivery uhm happened order sitting front never way ok understand really order even past hour minutes seems kinda wait extra hour never come call asking going asks order hears caller us lie way someone order ready goes arrives twice woman charged us prior arrival husband wait little order fixed delivery still steak spider spicy roll good pieces kuu back restaurant going order delivery ,order say way star customer ,0,0,0,0,0,0,0
